level 1,level 2,level 3,level 4,level 5,level 6,level 7,level 8,level 9,level 10,level 11
Interdisciplinary astronomy,Laboratory astrophysics,Molecular physics,Ionization,Charge exchange ionization,,,,,,
Interdisciplinary astronomy,Laboratory astrophysics,Molecular physics,Ionization,Photoionization,,,,,,
Interdisciplinary astronomy,Laboratory astrophysics,Molecular physics,Ionization,Electron impact ionization,,,,,,
Interdisciplinary astronomy,Laboratory astrophysics,Molecular physics,Collision processes,,,,,,,
Interdisciplinary astronomy,Laboratory astrophysics,Molecular physics,Radiative processes,,,,,,,
Interdisciplinary astronomy,Laboratory astrophysics,Molecular physics,De-excitation rates,,,,,,,
Interdisciplinary astronomy,Laboratory astrophysics,Particle physics,,,,,,,,
Interdisciplinary astronomy,Laboratory astrophysics,Theoretical models,,,,,,,,
Interdisciplinary astronomy,Laboratory astrophysics,Theoretical techniques,,,,,,,,
Interdisciplinary astronomy,Laboratory astrophysics,Atomic physics,,,,,,,,
Interdisciplinary astronomy,Laboratory astrophysics,Atomic physics,Ionization,,,,,,,
Interdisciplinary astronomy,Laboratory astrophysics,Atomic physics,Ionization,Charge exchange ionization,,,,,,
Interdisciplinary astronomy,Laboratory astrophysics,Atomic physics,Ionization,Photoionization,,,,,,
Interdisciplinary astronomy,Laboratory astrophysics,Atomic physics,Ionization,Electron impact ionization,,,,,,
Interdisciplinary astronomy,Laboratory astrophysics,Atomic physics,Natural decay,,,,,,,
Interdisciplinary astronomy,Laboratory astrophysics,Atomic physics,Excitation rates,,,,,,,
Interdisciplinary astronomy,Laboratory astrophysics,Atomic physics,Isotope shifts,,,,,,,
Interdisciplinary astronomy,Laboratory astrophysics,Atomic physics,Collision processes,,,,,,,
Interdisciplinary astronomy,Laboratory astrophysics,Atomic physics,De-excitation rates,,,,,,,
Interdisciplinary astronomy,Laboratory astrophysics,Atomic physics,Atomic data benchmarking,,,,,,,
Interdisciplinary astronomy,Laboratory astrophysics,Atomic physics,Transition probabilities,,,,,,,
Interdisciplinary astronomy,Laboratory astrophysics,Atomic physics,Recombination,,,,,,,
Interdisciplinary astronomy,Laboratory astrophysics,Atomic physics,Recombination,Charge exchange recombination,,,,,,
Interdisciplinary astronomy,Laboratory astrophysics,Atomic physics,Recombination,Radiative recombination,,,,,,
Interdisciplinary astronomy,Laboratory astrophysics,Atomic physics,Recombination,Dielectronic recombination,,,,,,
Interdisciplinary astronomy,Laboratory astrophysics,Atomic physics,Recombination,Radical-radical recombination,,,,,,
Interdisciplinary astronomy,Laboratory astrophysics,Atomic physics,Spectral line identification,,,,,,,
Interdisciplinary astronomy,Laboratory astrophysics,Atomic physics,Radiative processes,,,,,,,
Interdisciplinary astronomy,Laboratory astrophysics,Solid matter physics,,,,,,,,
Interdisciplinary astronomy,Laboratory astrophysics,Solid matter physics,Ice formation,,,,,,,
Interdisciplinary astronomy,Laboratory astrophysics,Solid matter physics,Ice destruction,,,,,,,
Interdisciplinary astronomy,Laboratory astrophysics,Experimental models,,,,,,,,
Interdisciplinary astronomy,Laboratory astrophysics,Experimental techniques,,,,,,,,
Interdisciplinary astronomy,Astrophysical fluid dynamics,,,,,,,,,
Interdisciplinary astronomy,Astrophysical fluid dynamics,Magnetohydrodynamics,,,,,,,,
Interdisciplinary astronomy,Astrophysical fluid dynamics,Radiative magnetohydrodynamics,,,,,,,,
Interdisciplinary astronomy,Astrophysical fluid dynamics,Hydrodynamics,,,,,,,,
Interdisciplinary astronomy,Astrophysical fluid dynamics,Internal waves,,,,,,,,
Interdisciplinary astronomy,Philosophy of astronomy,,,,,,,,,
Interdisciplinary astronomy,Astroinformatics,,,,,,,,,
Interdisciplinary astronomy,History of astronomy,,,,,,,,,
Interdisciplinary astronomy,Astrostatistics,,,,,,,,,
Interdisciplinary astronomy,Astrostatistics,Algorithms,,,,,,,,
Interdisciplinary astronomy,Astrostatistics,Algorithms,Markov chain Monte Carlo,,,,,,,
Interdisciplinary astronomy,Astrostatistics,Algorithms,Markov chain Monte Carlo,Nested sampling,,,,,,
Interdisciplinary astronomy,Astrostatistics,Algorithms,Markov chain Monte Carlo,Affine invariant,,,,,,
Interdisciplinary astronomy,Astrostatistics,Algorithms,Markov chain Monte Carlo,Metropolis-Hastings,,,,,,
Interdisciplinary astronomy,Astrostatistics,Algorithms,Markov chain Monte Carlo,Gibbs Sampler,,,,,,
Interdisciplinary astronomy,Astrostatistics,Algorithms,Markov chain Monte Carlo,Importance sampling,,,,,,
Interdisciplinary astronomy,Astrostatistics,Algorithms,Expectation-Maximization Algorithm,,,,,,,
Interdisciplinary astronomy,Astrostatistics,Astrostatistics tools,,,,,,,,
Interdisciplinary astronomy,Astrostatistics,Astrostatistics tools,Chi-squared statistic,,,,,,,
Interdisciplinary astronomy,Astrostatistics,Astrostatistics tools,Fisher's Information,,,,,,,
Interdisciplinary astronomy,Astrostatistics,Astrostatistics tools,Bayes factor,,,,,,,
Interdisciplinary astronomy,Astrostatistics,Astrostatistics tools,Kullback-Leibler distance,,,,,,,
Interdisciplinary astronomy,Astrostatistics,Astrostatistics tools,Bayesian information criterion,,,,,,,
Interdisciplinary astronomy,Astrostatistics,Astrostatistics strategies,,,,,,,,
Interdisciplinary astronomy,Astrostatistics,Astrostatistics strategies,Maximum likelihood estimation,,,,,,,
Interdisciplinary astronomy,Astrostatistics,Astrostatistics strategies,Nonparametric inference,,,,,,,
Interdisciplinary astronomy,Astrostatistics,Astrostatistics strategies,Nonparametric inference,Smoothing,,,,,,
Interdisciplinary astronomy,Astrostatistics,Astrostatistics strategies,Nonparametric inference,Smoothing,Gaussian Processes regression,,,,,
Interdisciplinary astronomy,Astrostatistics,Astrostatistics strategies,Survival analysis,,,,,,,
Interdisciplinary astronomy,Astrostatistics,Astrostatistics strategies,Bayesian statistics,,,,,,,
Interdisciplinary astronomy,Astrostatistics,Astrostatistics strategies,Bayesian statistics,Hierarchical models,,,,,,
Interdisciplinary astronomy,Astrostatistics,Astrostatistics strategies,Bayesian statistics,Posterior distribution,,,,,,
Interdisciplinary astronomy,Astrostatistics,Astrostatistics strategies,Bayesian statistics,Bayes' Theorem,,,,,,
Interdisciplinary astronomy,Astrostatistics,Astrostatistics strategies,Bayesian statistics,Prior distribution,,,,,,
Interdisciplinary astronomy,Astrostatistics,Astrostatistics strategies,Parametric hypothesis tests,,,,,,,
Interdisciplinary astronomy,Astrostatistics,Astrostatistics strategies,Parametric hypothesis tests,F test,,,,,,
Interdisciplinary astronomy,Astrostatistics,Astrostatistics strategies,Nonparametric hypothesis tests,,,,,,,
Interdisciplinary astronomy,Astrostatistics,Astrostatistics strategies,Nonparametric hypothesis tests,Kolmogorov-Smirnov test,,,,,,
Interdisciplinary astronomy,Astrostatistics,Astrostatistics techniques,,,,,,,,
Interdisciplinary astronomy,Astrostatistics,Astrostatistics techniques,Model selection,,,,,,,
Interdisciplinary astronomy,Astrostatistics,Astrostatistics techniques,Model selection,Akaike information criterion,,,,,,
Interdisciplinary astronomy,Astrostatistics,Astrostatistics techniques,Model selection,Likelihood ratio test,,,,,,
Interdisciplinary astronomy,Astrostatistics,Astrostatistics techniques,Model selection,Bayesian information criterion,,,,,,
Interdisciplinary astronomy,Astrostatistics,Astrostatistics techniques,Clustering,,,,,,,
Interdisciplinary astronomy,Astrostatistics,Astrostatistics techniques,Clustering,Single-linkage hierarchical clustering,,,,,,
Interdisciplinary astronomy,Astrostatistics,Astrostatistics techniques,Regression,,,,,,,
Interdisciplinary astronomy,Astrostatistics,Astrostatistics techniques,Regression,Linear regression,,,,,,
Interdisciplinary astronomy,Astrostatistics,Astrostatistics techniques,Regression,Minimum chi-squared,,,,,,
Interdisciplinary astronomy,Astrostatistics,Astrostatistics techniques,Regression,Nonlinear regression,,,,,,
Interdisciplinary astronomy,Astrostatistics,Astrostatistics techniques,Regression,Robust regression,,,,,,
Interdisciplinary astronomy,Astrostatistics,Astrostatistics techniques,Regression,Measurement error model,,,,,,
Interdisciplinary astronomy,Astrostatistics,Astrostatistics techniques,Classification,,,,,,,
Interdisciplinary astronomy,Astrostatistics,Astrostatistics techniques,Classification,Mixture model,,,,,,
Interdisciplinary astronomy,Astrostatistics,Astrostatistics techniques,Classification,Mixture model,Gaussian mixture model,,,,,
Interdisciplinary astronomy,Astrostatistics,Astrostatistics techniques,Classification,Random Forests,,,,,,
Interdisciplinary astronomy,Astrostatistics,Astrostatistics techniques,Classification,Support vector machine,,,,,,
Interdisciplinary astronomy,Astrostatistics,Astrostatistics techniques,Classification,Outlier detection,,,,,,
Interdisciplinary astronomy,Astrostatistics,Astrostatistics techniques,Classification,Neural networks,,,,,,
Interdisciplinary astronomy,Astrostatistics,Astrostatistics techniques,Classification,Neural networks,Convolutional neural networks,,,,,
Interdisciplinary astronomy,Astrostatistics,Astrostatistics techniques,Detection,,,,,,,
Interdisciplinary astronomy,Astrostatistics,Astrostatistics techniques,Deconvolution,,,,,,,
Interdisciplinary astronomy,Astrostatistics,Astrostatistics techniques,Wavelet analysis,,,,,,,
Interdisciplinary astronomy,Astrostatistics,Astrostatistics techniques,Bootstrap,,,,,,,
Interdisciplinary astronomy,Astrostatistics,Astrostatistics techniques,Cross-validation ,,,,,,,
Interdisciplinary astronomy,Astrostatistics,Astrostatistics techniques,Time series analysis,,,,,,,
Interdisciplinary astronomy,Astrostatistics,Astrostatistics techniques,Time series analysis,Red noise,,,,,,
Interdisciplinary astronomy,Astrostatistics,Astrostatistics techniques,Time series analysis,Light curve classification ,,,,,,
Interdisciplinary astronomy,Astrostatistics,Astrostatistics techniques,Time series analysis,Transient detection,,,,,,
Interdisciplinary astronomy,Astrostatistics,Astrostatistics techniques,Time series analysis,Irregular cadence,,,,,,
Interdisciplinary astronomy,Astrostatistics,Astrostatistics techniques,Time series analysis,Period search ,,,,,,
Interdisciplinary astronomy,Astrostatistics,Astrostatistics techniques,Time series analysis,Period search ,Lomb-Scargle periodogram,,,,,
Interdisciplinary astronomy,Astrostatistics,Astrostatistics techniques,Time series analysis,Period search ,Fast Fourier transform,,,,,
Interdisciplinary astronomy,Astrostatistics,Astrostatistics techniques,Time series analysis,Period search ,Phase dispersion minimization,,,,,
Interdisciplinary astronomy,Astrostatistics,Astrostatistics techniques,Uncertainty bounds,,,,,,,
Interdisciplinary astronomy,Astrostatistics,Astrostatistics techniques,Uncertainty bounds,Confidence interval,,,,,,
Interdisciplinary astronomy,Astrostatistics,Astrostatistics techniques,Uncertainty bounds,Credible region,,,,,,
Interdisciplinary astronomy,Astrostatistics,Astrostatistics techniques,Uncertainty bounds,Bootstrap,,,,,,
Interdisciplinary astronomy,Astrostatistics,Astrostatistics techniques,Spatial point processes,,,,,,,
Interdisciplinary astronomy,Astrostatistics,Astrostatistics techniques,Spatial point processes,Minimum spanning tree,,,,,,
Interdisciplinary astronomy,Astrostatistics,Astrostatistics techniques,Spatial point processes,Two-point correlation function,,,,,,
Interdisciplinary astronomy,Astrostatistics,Astrostatistics techniques,Spatial point processes,Smoothing,,,,,,
Interdisciplinary astronomy,Astrostatistics,Astrostatistics techniques,Spatial point processes,Smoothing,Gaussian Processes regression,,,,,
Interdisciplinary astronomy,Astrostatistics,Astrostatistics techniques,Spatial point processes,Voronoi tessellation,,,,,,
Interdisciplinary astronomy,Astrostatistics,Astrostatistics techniques,Multivariate analysis,,,,,,,
Interdisciplinary astronomy,Astrostatistics,Astrostatistics techniques,Multivariate analysis,Dimensionality reduction,,,,,,
Interdisciplinary astronomy,Astrostatistics,Astrostatistics techniques,Multivariate analysis,Principal component analysis,,,,,,
Interdisciplinary astronomy,Astrostatistics,Astrostatistics distributions,,,,,,,,
Interdisciplinary astronomy,Astrostatistics,Astrostatistics distributions,Poisson distribution,,,,,,,
Interdisciplinary astronomy,Astrostatistics,Astrostatistics distributions,Gamma distribution,,,,,,,
Interdisciplinary astronomy,Astrostatistics,Astrostatistics distributions,Sampling distribution,,,,,,,
Interdisciplinary astronomy,Astrostatistics,Astrostatistics distributions,Normal distribution,,,,,,,
Interdisciplinary astronomy,Astrostatistics,Astrostatistics distributions,Pareto distribution,,,,,,,
Interdisciplinary astronomy,Archaeoastronomy,,,,,,,,,
Interdisciplinary astronomy,Archaeoastronomy,Ethnoastronomy,,,,,,,,
Interdisciplinary astronomy,Archaeoastronomy,Megalithic astronomy,,,,,,,,
Interstellar medium,,,,,,,,,,
Interstellar medium,Tidal tails,,,,,,,,,
Interstellar medium,Stellar-interstellar interactions,,,,,,,,,
Interstellar medium,Stellar-interstellar interactions,Astrospheres,,,,,,,,
Interstellar medium,Stellar-interstellar interactions,Stellar winds,,,,,,,,
Interstellar medium,Stellar-interstellar interactions,Stellar jets,,,,,,,,
Interstellar medium,Stellar-interstellar interactions,Interstellar medium wind,,,,,,,,
Interstellar medium,Intercloud medium,,,,,,,,,
Interstellar medium,Protostars,,,,,,,,,
Interstellar medium,Protostars,Bok globules,,,,,,,,
Interstellar medium,Protostars,Protoplanetary disks,,,,,,,,
Interstellar medium,Protostars,Protoplanetary disks,Proplyds,,,,,,,
Interstellar medium,Protostars,Protoplanetary disks,Planetesimals,,,,,,,
Interstellar medium,Protostars,Young stellar objects,,,,,,,,
Interstellar medium,Protostars,Young stellar objects,T Tauri stars,,,,,,,
Interstellar medium,Protostars,Young stellar objects,T Tauri stars,Weak-line T Tauri stars,,,,,,
Interstellar medium,Protostars,Young stellar objects,T Tauri stars,Classical T Tauri stars,,,,,,
Interstellar medium,Protostars,Young stellar objects,Herbig Ae/Be stars,,,,,,,
Interstellar medium,Protostars,Young stellar objects,FU Orionis stars,,,,,,,
Interstellar medium,Protostars,Young stellar objects,Herbig-Haro objects,,,,,,,
Interstellar medium,Protostars,Cocoon stars,,,,,,,,
Interstellar medium,Protostars,Cometary nebulae,,,,,,,,
Interstellar medium,Stellar wind bubbles,,,,,,,,,
Interstellar medium,Stellar wind bubbles,Heliosphere,,,,,,,,
Interstellar medium,Stellar wind bubbles,Heliosphere,Termination shock,,,,,,,
Interstellar medium,Stellar wind bubbles,Heliosphere,Heliopause,,,,,,,
Interstellar medium,Stellar wind bubbles,Heliosphere,Heliosheath,,,,,,,
Interstellar medium,Stellar wind bubbles,Heliosphere,Stellar bow shocks,,,,,,,
Interstellar medium,Interstellar magnetic fields,,,,,,,,,
Interstellar medium,Interstellar absorption,,,,,,,,,
Interstellar medium,Interstellar absorption,Interstellar dust extinction,,,,,,,,
Interstellar medium,Interstellar absorption,Diffuse interstellar bands,,,,,,,,
Interstellar medium,Interstellar absorption,Interstellar line absorption,,,,,,,,
Interstellar medium,Interstellar radiation field,,,,,,,,,
Interstellar medium,Interstellar molecules,,,,,,,,,
Interstellar medium,Interstellar atomic gas,,,,,,,,,
Interstellar medium,Interstellar dynamics,,,,,,,,,
Interstellar medium,Interstellar emissions,,,,,,,,,
Interstellar medium,Interstellar emissions,Interstellar cyclotron emission,,,,,,,,
Interstellar medium,Interstellar emissions,Interstellar synchrotron emission,,,,,,,,
Interstellar medium,Interstellar emissions,Radio continuum emission,,,,,,,,
Interstellar medium,Interstellar emissions,Dust continuum emission,,,,,,,,
Interstellar medium,Interstellar emissions,Interstellar masers,,,,,,,,
Interstellar medium,Interstellar emissions,Interstellar thermal emission,,,,,,,,
Interstellar medium,Interstellar emissions,Interstellar line emission,,,,,,,,
Interstellar medium,Interstellar emissions,Interstellar line emission,CO line emission,,,,,,,
Interstellar medium,Interstellar emissions,Interstellar line emission,H I line emission,,,,,,,
Interstellar medium,Nebulae,,,,,,,,,
Interstellar medium,Nebulae,Protoplanetary nebulae,,,,,,,,
Interstellar medium,Nebulae,Gaseous nebulae,,,,,,,,
Interstellar medium,Nebulae,Dark interstellar clouds,,,,,,,,
Interstellar medium,Nebulae,Dark interstellar clouds,Bok globules,,,,,,,
Interstellar medium,Nebulae,Dark interstellar clouds,Infrared dark clouds,,,,,,,
Interstellar medium,Nebulae,Dark interstellar clouds,Cometary globules,,,,,,,
Interstellar medium,Nebulae,Diffuse nebulae,,,,,,,,
Interstellar medium,Nebulae,Cometary nebulae,,,,,,,,
Interstellar medium,Nebulae,Bright nebulae,,,,,,,,
Interstellar medium,Nebulae,Filamentary nebulae,,,,,,,,
Interstellar medium,Nebulae,Supernova remnants,,,,,,,,
Interstellar medium,Nebulae,Ring nebulae,,,,,,,,
Interstellar medium,Nebulae,Bipolar nebulae,,,,,,,,
Interstellar medium,Nebulae,Pre-solar nebulae,,,,,,,,
Interstellar medium,Nebulae,Emission nebulae,,,,,,,,
Interstellar medium,Nebulae,Emission nebulae,Planetary nebulae,,,,,,,
Interstellar medium,Nebulae,Emission nebulae,Planetary nebulae,Planetary nebulae nuclei,,,,,,
Interstellar medium,Nebulae,Emission nebulae,H II regions,,,,,,,
Interstellar medium,Nebulae,Emission nebulae,H II regions,Bok globules,,,,,,
Interstellar medium,Nebulae,Emission nebulae,H II regions,Compact H II region,,,,,,
Interstellar medium,Nebulae,H I regions,,,,,,,,
Interstellar medium,Nebulae,H I regions,HI shells,,,,,,,
Interstellar medium,Nebulae,Compact nebulae,,,,,,,,
Interstellar medium,Nebulae,Reflection nebulae,,,,,,,,
Interstellar medium,Nebulae,Dust nebulae,,,,,,,,
Interstellar medium,Interstellar plasma,,,,,,,,,
Interstellar medium,Supernova remnants,,,,,,,,,
Interstellar medium,Astrophysical masers,,,,,,,,,
Interstellar medium,Astrophysical masers,Megamasers,,,,,,,,
Interstellar medium,Astrophysical masers,Water masers,,,,,,,,
Interstellar medium,Astrophysical masers,Hydroxyl masers,,,,,,,,
Interstellar medium,Astrophysical masers,Silicon monoxide masers,,,,,,,,
Interstellar medium,Stellar bridges,,,,,,,,,
Interstellar medium,Superbubbles,,,,,,,,,
Interstellar medium,Interstellar clouds,,,,,,,,,
Interstellar medium,Interstellar clouds,Molecular clouds,,,,,,,,
Interstellar medium,Interstellar clouds,Molecular clouds,Diffuse molecular clouds,,,,,,,
Interstellar medium,Interstellar clouds,Molecular clouds,Collapsing clouds,,,,,,,
Interstellar medium,Interstellar clouds,Molecular clouds,Photodissociation regions,,,,,,,
Interstellar medium,Interstellar clouds,Molecular clouds,Infrared dark clouds,,,,,,,
Interstellar medium,Interstellar clouds,Molecular clouds,Giant molecular clouds,,,,,,,
Interstellar medium,Interstellar clouds,High-velocity clouds,,,,,,,,
Interstellar medium,Interstellar clouds,High-velocity clouds,Magellanic Stream,,,,,,,
Interstellar medium,Interstellar clouds,Interstellar dust,,,,,,,,
Interstellar medium,Interstellar clouds,Interstellar dust,Polycyclic aromatic hydrocarbons,,,,,,,
Interstellar medium,Interstellar clouds,Interstellar dust,Very small grains,,,,,,,
Interstellar medium,Interstellar clouds,Interstellar dust,Silicate grains,,,,,,,
Interstellar medium,Interstellar clouds,Interstellar dust,Carbonaceous grains,,,,,,,
Interstellar medium,Interstellar clouds,Neutral hydrogen clouds,,,,,,,,
Interstellar medium,Interstellar clouds,Diffuse interstellar clouds,,,,,,,,
Interstellar medium,Interstellar clouds,Dark interstellar clouds,,,,,,,,
Interstellar medium,Interstellar clouds,Dark interstellar clouds,Bok globules,,,,,,,
Interstellar medium,Interstellar clouds,Dark interstellar clouds,Infrared dark clouds,,,,,,,
Interstellar medium,Interstellar clouds,Dark interstellar clouds,Cometary globules,,,,,,,
Interstellar medium,Interstellar clouds,Dense interstellar clouds,,,,,,,,
Interstellar medium,Interstellar clouds,Evaporating gaseous globules,,,,,,,,
Interstellar medium,Interstellar clouds,Plasma clouds,,,,,,,,
Interstellar medium,Interstellar filaments,,,,,,,,,
Interstellar medium,Interstellar phases,,,,,,,,,
Interstellar medium,Interstellar phases,Hot ionized medium,,,,,,,,
Interstellar medium,Interstellar phases,Warm ionized medium,,,,,,,,
Interstellar medium,Interstellar phases,Warm neutral medium,,,,,,,,
Interstellar medium,Interstellar phases,Molecular gas,,,,,,,,
Interstellar medium,Interstellar phases,Cold neutral medium,,,,,,,,
Interstellar medium,Interstellar scattering,,,,,,,,,
Interstellar medium,Interstellar scattering,Interstellar dust extinction,,,,,,,,
Galactic and extragalactic astronomy,,,,,,,,,,
Galactic and extragalactic astronomy,Galaxies,,,,,,,,,
Galactic and extragalactic astronomy,Galaxies,Irregular galaxies,,,,,,,,
Galactic and extragalactic astronomy,Galaxies,Irregular galaxies,Amorphous irregular galaxies,,,,,,,
Galactic and extragalactic astronomy,Galaxies,Irregular galaxies,Magellanic irregular galaxies,,,,,,,
Galactic and extragalactic astronomy,Galaxies,Irregular galaxies,Magellanic irregular galaxies,Small Magellanic Cloud,,,,,,
Galactic and extragalactic astronomy,Galaxies,Irregular galaxies,Dwarf irregular galaxies,,,,,,,
Galactic and extragalactic astronomy,Galaxies,High-velocity stars,,,,,,,,
Galactic and extragalactic astronomy,Galaxies,High-velocity stars,Hypervelocity stars,,,,,,,
Galactic and extragalactic astronomy,Galaxies,High-velocity stars,Runaway stars,,,,,,,
Galactic and extragalactic astronomy,Galaxies,High-velocity stars,Halo stars,,,,,,,
Galactic and extragalactic astronomy,Galaxies,Interacting galaxies,,,,,,,,
Galactic and extragalactic astronomy,Galaxies,Interacting galaxies,Galaxy pairs,,,,,,,
Galactic and extragalactic astronomy,Galaxies,Interacting galaxies,Galaxy tides,,,,,,,
Galactic and extragalactic astronomy,Galaxies,Interacting galaxies,Galaxy mergers,,,,,,,
Galactic and extragalactic astronomy,Galaxies,Interacting galaxies,Galaxy triplets,,,,,,,
Galactic and extragalactic astronomy,Galaxies,Interacting galaxies,Galaxy collisions,,,,,,,
Galactic and extragalactic astronomy,Galaxies,Quasar-galaxy pairs,,,,,,,,
Galactic and extragalactic astronomy,Galaxies,Primordial galaxies,,,,,,,,
Galactic and extragalactic astronomy,Galaxies,Active galaxies,,,,,,,,
Galactic and extragalactic astronomy,Galaxies,Active galaxies,BL Lacertae objects,,,,,,,
Galactic and extragalactic astronomy,Galaxies,Active galaxies,Active galactic nuclei,,,,,,,
Galactic and extragalactic astronomy,Galaxies,Active galaxies,Active galactic nuclei,Radio cores,,,,,,
Galactic and extragalactic astronomy,Galaxies,Active galaxies,Active galactic nuclei,Blazars,,,,,,
Galactic and extragalactic astronomy,Galaxies,Active galaxies,Active galactic nuclei,Radio lobes,,,,,,
Galactic and extragalactic astronomy,Galaxies,Active galaxies,Active galactic nuclei,Low-luminosity active galactic nuclei,,,,,,
Galactic and extragalactic astronomy,Galaxies,Active galaxies,Active galactic nuclei,X-ray active galactic nuclei,,,,,,
Galactic and extragalactic astronomy,Galaxies,Active galaxies,Active galactic nuclei,Relativistic disks,,,,,,
Galactic and extragalactic astronomy,Galaxies,Active galaxies,Active galactic nuclei,Radio hot spots,,,,,,
Galactic and extragalactic astronomy,Galaxies,Active galaxies,Active galactic nuclei,Quasars,,,,,,
Galactic and extragalactic astronomy,Galaxies,Active galaxies,Active galactic nuclei,Quasars,Radio loud quasars,,,,,
Galactic and extragalactic astronomy,Galaxies,Active galaxies,Active galactic nuclei,Quasars,Broad-absorption line quasar,,,,,
Galactic and extragalactic astronomy,Galaxies,Active galaxies,Active galactic nuclei,Quasars,Double quasars,,,,,
Galactic and extragalactic astronomy,Galaxies,Active galaxies,Active galactic nuclei,Quasars,Radio quiet quasars,,,,,
Galactic and extragalactic astronomy,Galaxies,Active galaxies,Active galactic nuclei,Quasars,X-ray quasars,,,,,
Galactic and extragalactic astronomy,Galaxies,Active galaxies,Active galactic nuclei,Quasars,Quasar-galaxy pairs,,,,,
Galactic and extragalactic astronomy,Galaxies,Active galaxies,Active galactic nuclei,Radio jets,,,,,,
Galactic and extragalactic astronomy,Galaxies,Active galaxies,Active galactic nuclei,Radio jets,Polar jets,,,,,
Galactic and extragalactic astronomy,Galaxies,Active galaxies,Active galactic nuclei,Radio jets,Relativistic jets,,,,,
Galactic and extragalactic astronomy,Galaxies,Active galaxies,Active galactic nuclei,High-luminosity active galactic nuclei,,,,,,
Galactic and extragalactic astronomy,Galaxies,Active galaxies,Active galactic nuclei,Radio active galactic nuclei,,,,,,
Galactic and extragalactic astronomy,Galaxies,Active galaxies,Active galactic nuclei,Radio plumes,,,,,,
Galactic and extragalactic astronomy,Galaxies,Active galaxies,Radio galaxies,,,,,,,
Galactic and extragalactic astronomy,Galaxies,Active galaxies,Radio galaxies,Giant radio galaxies,,,,,,
Galactic and extragalactic astronomy,Galaxies,Active galaxies,Radio galaxies,Tailed radio galaxies,,,,,,
Galactic and extragalactic astronomy,Galaxies,Active galaxies,Radio galaxies,Fanaroff-Riley radio galaxies,,,,,,
Galactic and extragalactic astronomy,Galaxies,Active galaxies,Blazars,,,,,,,
Galactic and extragalactic astronomy,Galaxies,Active galaxies,LINER galaxies,,,,,,,
Galactic and extragalactic astronomy,Galaxies,Active galaxies,Markarian galaxies,,,,,,,
Galactic and extragalactic astronomy,Galaxies,Active galaxies,AGN host galaxies,,,,,,,
Galactic and extragalactic astronomy,Galaxies,Active galaxies,Starburst galaxies,,,,,,,
Galactic and extragalactic astronomy,Galaxies,Active galaxies,Starburst galaxies,Infrared galaxies,,,,,,
Galactic and extragalactic astronomy,Galaxies,Active galaxies,Starburst galaxies,Infrared galaxies,Ultraluminous infrared galaxies,,,,,
Galactic and extragalactic astronomy,Galaxies,Active galaxies,Starburst galaxies,Infrared galaxies,IRAS galaxies,,,,,
Galactic and extragalactic astronomy,Galaxies,Active galaxies,Starburst galaxies,Infrared galaxies,Luminous infrared galaxies,,,,,
Galactic and extragalactic astronomy,Galaxies,Active galaxies,Haro galaxies,,,,,,,
Galactic and extragalactic astronomy,Galaxies,Lyman-alpha galaxies,,,,,,,,
Galactic and extragalactic astronomy,Galaxies,Protogalaxies,,,,,,,,
Galactic and extragalactic astronomy,Galaxies,Starburst galaxies,,,,,,,,
Galactic and extragalactic astronomy,Galaxies,Starburst galaxies,Infrared galaxies,,,,,,,
Galactic and extragalactic astronomy,Galaxies,Starburst galaxies,Infrared galaxies,Ultraluminous infrared galaxies,,,,,,
Galactic and extragalactic astronomy,Galaxies,Starburst galaxies,Infrared galaxies,IRAS galaxies,,,,,,
Galactic and extragalactic astronomy,Galaxies,Starburst galaxies,Infrared galaxies,Luminous infrared galaxies,,,,,,
Galactic and extragalactic astronomy,Galaxies,Early-type galaxies,,,,,,,,
Galactic and extragalactic astronomy,Galaxies,Early-type galaxies,E+A galaxies,,,,,,,
Galactic and extragalactic astronomy,Galaxies,Double galaxies,,,,,,,,
Galactic and extragalactic astronomy,Galaxies,Double galaxies,Dumbbell galaxies,,,,,,,
Galactic and extragalactic astronomy,Galaxies,Giant galaxies,,,,,,,,
Galactic and extragalactic astronomy,Galaxies,Giant galaxies,Brightest cluster galaxies,,,,,,,
Galactic and extragalactic astronomy,Galaxies,Giant galaxies,cD galaxies,,,,,,,
Galactic and extragalactic astronomy,Galaxies,Giant galaxies,Giant elliptical galaxies,,,,,,,
Galactic and extragalactic astronomy,Galaxies,Emission line galaxies,,,,,,,,
Galactic and extragalactic astronomy,Galaxies,Emission line galaxies,Seyfert galaxies,,,,,,,
Galactic and extragalactic astronomy,Galaxies,Emission line galaxies,LINER galaxies,,,,,,,
Galactic and extragalactic astronomy,Galaxies,Emission line galaxies,Markarian galaxies,,,,,,,
Galactic and extragalactic astronomy,Galaxies,Lyman-break galaxies,,,,,,,,
Galactic and extragalactic astronomy,Galaxies,Field galaxies,,,,,,,,
Galactic and extragalactic astronomy,Galaxies,Low surface brightness galaxies,,,,,,,,
Galactic and extragalactic astronomy,Galaxies,Low surface brightness galaxies,L galaxies,,,,,,,
Galactic and extragalactic astronomy,Galaxies,Radio jets,,,,,,,,
Galactic and extragalactic astronomy,Galaxies,Radio jets,Polar jets,,,,,,,
Galactic and extragalactic astronomy,Galaxies,Radio jets,Relativistic jets,,,,,,,
Galactic and extragalactic astronomy,Galaxies,Elliptical galaxies,,,,,,,,
