level 1,level 2,level 3,level 4,level 5,level 6,level 7,level 8,level 9,level 10,level 11,level 12
Astronomical objects,Stars,Stellar remnants,Neutron stars,Relativistic stars,Relativistic binary stars,,,,,,
Astronomical objects,Stars,Stellar remnants,Neutron stars,Relativistic stars,,,,,,,
Astronomical objects,Stars,Stellar remnants,Neutron stars,,,,,,,,
Astronomical objects,Stars,Stellar remnants,Pulsars,Binary pulsars,X-ray pulsars,,,,,,
Astronomical objects,Stars,Stellar remnants,Pulsars,Binary pulsars,,,,,,,
Astronomical objects,Stars,Stellar remnants,Pulsars,Millisecond pulsars,,,,,,,
Astronomical objects,Stars,Stellar remnants,Pulsars,Optical pulsars,,,,,,,
Astronomical objects,Stars,Stellar remnants,Pulsars,Radio pulsars,,,,,,,
Astronomical objects,Stars,Stellar remnants,Pulsars,Rotation powered pulsars,,,,,,,
Astronomical objects,Stars,Stellar remnants,Pulsars,,,,,,,,
Astronomical objects,Stars,Stellar remnants,Supernovae,Core-collapse supernovae,Stripped core-collapse supernovae,Type Ib supernovae,,,,,
Astronomical objects,Stars,Stellar remnants,Supernovae,Core-collapse supernovae,Stripped core-collapse supernovae,Type Ic supernovae,,,,,
Astronomical objects,Stars,Stellar remnants,Supernovae,Core-collapse supernovae,Stripped core-collapse supernovae,,,,,,
Astronomical objects,Stars,Stellar remnants,Supernovae,Core-collapse supernovae,Type II supernovae,,,,,,
Astronomical objects,Stars,Stellar remnants,Supernovae,Core-collapse supernovae,,,,,,,
Astronomical objects,Stars,Stellar remnants,Supernovae,Hypernovae,,,,,,,
Astronomical objects,Stars,Stellar remnants,Supernovae,Supernova envelopes,,,,,,,
Astronomical objects,Stars,Stellar remnants,Supernovae,Type Ia supernovae,,,,,,,
Astronomical objects,Stars,Stellar remnants,Supernovae,,,,,,,,
Astronomical objects,Stars,Stellar remnants,,,,,,,,,
Astronomical objects,Stars,Subluminous stars,Degenerate stars,Degenerate dwarfs,White dwarfs,DA stars,,,,,
Astronomical objects,Stars,Subluminous stars,Degenerate stars,Degenerate dwarfs,White dwarfs,DB stars,,,,,
Astronomical objects,Stars,Subluminous stars,Degenerate stars,Degenerate dwarfs,White dwarfs,DO stars,BL Herculis stars,,,,
Astronomical objects,Stars,Subluminous stars,Degenerate stars,Degenerate dwarfs,White dwarfs,DO stars,PG 1159 stars,,,,
Astronomical objects,Stars,Subluminous stars,Degenerate stars,Degenerate dwarfs,White dwarfs,DO stars,,,,,
Astronomical objects,Stars,Subluminous stars,Degenerate stars,Degenerate dwarfs,White dwarfs,ZZ Ceti stars,,,,,
Astronomical objects,Stars,Subluminous stars,Degenerate stars,Degenerate dwarfs,White dwarfs,,,,,,
Astronomical objects,Stars,Subluminous stars,Degenerate stars,Degenerate dwarfs,,,,,,,
Astronomical objects,Stars,Subluminous stars,Degenerate stars,Neutron stars,Magnetars,Soft gamma ray repeaters,,,,,
Astronomical objects,Stars,Subluminous stars,Degenerate stars,Neutron stars,Magnetars,,,,,,
Astronomical objects,Stars,Subluminous stars,Degenerate stars,Neutron stars,Neutron star cores,,,,,,
Astronomical objects,Stars,Subluminous stars,Degenerate stars,Neutron stars,Pulsars,Binary pulsars,X-ray pulsars,,,,
Astronomical objects,Stars,Subluminous stars,Degenerate stars,Neutron stars,Pulsars,Binary pulsars,,,,,
Astronomical objects,Stars,Subluminous stars,Degenerate stars,Neutron stars,Pulsars,Millisecond pulsars,,,,,
Astronomical objects,Stars,Subluminous stars,Degenerate stars,Neutron stars,Pulsars,Optical pulsars,,,,,
Astronomical objects,Stars,Subluminous stars,Degenerate stars,Neutron stars,Pulsars,Radio pulsars,,,,,
Astronomical objects,Stars,Subluminous stars,Degenerate stars,Neutron stars,Pulsars,Rotation powered pulsars,,,,,
Astronomical objects,Stars,Subluminous stars,Degenerate stars,Neutron stars,Pulsars,,,,,,
Astronomical objects,Stars,Subluminous stars,Degenerate stars,Neutron stars,Relativistic stars,Relativistic binary stars,,,,,
Astronomical objects,Stars,Subluminous stars,Degenerate stars,Neutron stars,Relativistic stars,,,,,,
Astronomical objects,Stars,Subluminous stars,Degenerate stars,Neutron stars,,,,,,,
Astronomical objects,Stars,Subluminous stars,Degenerate stars,,,,,,,,
Astronomical objects,Stars,Subluminous stars,Subdwarfs,A subdwarfs,,,,,,,
Astronomical objects,Stars,Subluminous stars,Subdwarfs,B subdwarfs,,,,,,,
Astronomical objects,Stars,Subluminous stars,Subdwarfs,F subdwarfs,,,,,,,
Astronomical objects,Stars,Subluminous stars,Subdwarfs,G subdwarfs,,,,,,,
Astronomical objects,Stars,Subluminous stars,Subdwarfs,K subdwarfs,,,,,,,
Astronomical objects,Stars,Subluminous stars,Subdwarfs,L subdwarfs,,,,,,,
Astronomical objects,Stars,Subluminous stars,Subdwarfs,Late-type subdwarfs,,,,,,,
Astronomical objects,Stars,Subluminous stars,Subdwarfs,M subdwarfs,,,,,,,
Astronomical objects,Stars,Subluminous stars,Subdwarfs,O subdwarfs,,,,,,,
Astronomical objects,Stars,Subluminous stars,Subdwarfs,T subdwarfs,,,,,,,
Astronomical objects,Stars,Subluminous stars,Subdwarfs,,,,,,,,
Astronomical objects,Stars,Subluminous stars,,,,,,,,,
Astronomical objects,Stars,Ultraviolet excess stars,RC Aurigae stars,,,,,,,,
Astronomical objects,Stars,Ultraviolet excess stars,,,,,,,,,
Astronomical objects,Stars,Variable stars,Cataclysmic variable stars,AM Herculis stars,,,,,,,
Astronomical objects,Stars,Variable stars,Cataclysmic variable stars,Nova-like variable stars,AM Canum Venaticorum stars,,,,,,
Astronomical objects,Stars,Variable stars,Cataclysmic variable stars,Nova-like variable stars,UX Ursae Majoris stars,,,,,,
Astronomical objects,Stars,Variable stars,Cataclysmic variable stars,Nova-like variable stars,VY Sculpturis,,,,,,
Astronomical objects,Stars,Variable stars,Cataclysmic variable stars,Nova-like variable stars,,,,,,,
Astronomical objects,Stars,Variable stars,Cataclysmic variable stars,Novae,Classical novae,,,,,,
Astronomical objects,Stars,Variable stars,Cataclysmic variable stars,Novae,Dwarf novae,SU Ursae Majoris stars,,,,,
Astronomical objects,Stars,Variable stars,Cataclysmic variable stars,Novae,Dwarf novae,SX Arietis variables,,,,,
Astronomical objects,Stars,Variable stars,Cataclysmic variable stars,Novae,Dwarf novae,U Geminorum stars,,,,,
Astronomical objects,Stars,Variable stars,Cataclysmic variable stars,Novae,Dwarf novae,WZ Sagittae stars,,,,,
Astronomical objects,Stars,Variable stars,Cataclysmic variable stars,Novae,Dwarf novae,Z Camelopardalis stars,,,,,
Astronomical objects,Stars,Variable stars,Cataclysmic variable stars,Novae,Dwarf novae,,,,,,
Astronomical objects,Stars,Variable stars,Cataclysmic variable stars,Novae,Fast novae,,,,,,
Astronomical objects,Stars,Variable stars,Cataclysmic variable stars,Novae,Recurrent novae,,,,,,
Astronomical objects,Stars,Variable stars,Cataclysmic variable stars,Novae,Slow novae,DQ Herculis stars,,,,,
Astronomical objects,Stars,Variable stars,Cataclysmic variable stars,Novae,Slow novae,,,,,,
Astronomical objects,Stars,Variable stars,Cataclysmic variable stars,Novae,Supernovae,Core-collapse supernovae,Stripped core-collapse supernovae,Type Ib supernovae,,,
Astronomical objects,Stars,Variable stars,Cataclysmic variable stars,Novae,Supernovae,Core-collapse supernovae,Stripped core-collapse supernovae,Type Ic supernovae,,,
Astronomical objects,Stars,Variable stars,Cataclysmic variable stars,Novae,Supernovae,Core-collapse supernovae,Stripped core-collapse supernovae,,,,
Astronomical objects,Stars,Variable stars,Cataclysmic variable stars,Novae,Supernovae,Core-collapse supernovae,Type II supernovae,,,,
Astronomical objects,Stars,Variable stars,Cataclysmic variable stars,Novae,Supernovae,Core-collapse supernovae,,,,,
Astronomical objects,Stars,Variable stars,Cataclysmic variable stars,Novae,Supernovae,Hypernovae,,,,,
Astronomical objects,Stars,Variable stars,Cataclysmic variable stars,Novae,Supernovae,Supernova envelopes,,,,,
Astronomical objects,Stars,Variable stars,Cataclysmic variable stars,Novae,Supernovae,Type Ia supernovae,,,,,
Astronomical objects,Stars,Variable stars,Cataclysmic variable stars,Novae,Supernovae,,,,,,
Astronomical objects,Stars,Variable stars,Cataclysmic variable stars,Novae,Symbiotic novae,,,,,,
Astronomical objects,Stars,Variable stars,Cataclysmic variable stars,Novae,X-ray novae,,,,,,
Astronomical objects,Stars,Variable stars,Cataclysmic variable stars,Novae,,,,,,,
Astronomical objects,Stars,Variable stars,Cataclysmic variable stars,SX Arietis variables,,,,,,,
Astronomical objects,Stars,Variable stars,Cataclysmic variable stars,Symbiotic novae,,,,,,,
Astronomical objects,Stars,Variable stars,Cataclysmic variable stars,UV Persei stars,,,,,,,
Astronomical objects,Stars,Variable stars,Cataclysmic variable stars,,,,,,,,
Astronomical objects,Stars,Variable stars,Eclipsing binary stars,Algol variable stars,,,,,,,
Astronomical objects,Stars,Variable stars,Eclipsing binary stars,Beta Lyrae stars,,,,,,,
Astronomical objects,Stars,Variable stars,Eclipsing binary stars,DQ Herculis stars,,,,,,,
Astronomical objects,Stars,Variable stars,Eclipsing binary stars,R Canis Majoris stars,,,,,,,
Astronomical objects,Stars,Variable stars,Eclipsing binary stars,Upsilon Sagittarii stars,,,,,,,
Astronomical objects,Stars,Variable stars,Eclipsing binary stars,W Ursae Majoris variable stars,,,,,,,
Astronomical objects,Stars,Variable stars,Eclipsing binary stars,,,,,,,,
Astronomical objects,Stars,Variable stars,Ellipsoidal variable stars,Beta Lyrae stars,,,,,,,
Astronomical objects,Stars,Variable stars,Ellipsoidal variable stars,,,,,,,,
Astronomical objects,Stars,Variable stars,Emission line stars,Be type stars,,,,,,,
Astronomical objects,Stars,Variable stars,Emission line stars,Early-type emission stars,Ae stars,Herbig Ae/Be stars,,,,,
Astronomical objects,Stars,Variable stars,Emission line stars,Early-type emission stars,Ae stars,,,,,,
Astronomical objects,Stars,Variable stars,Emission line stars,Early-type emission stars,Be stars,Herbig Ae/Be stars,,,,,
Astronomical objects,Stars,Variable stars,Emission line stars,Early-type emission stars,Be stars,Lambda Eridani stars,,,,,
Astronomical objects,Stars,Variable stars,Emission line stars,Early-type emission stars,Be stars,,,,,,
Astronomical objects,Stars,Variable stars,Emission line stars,Early-type emission stars,Oe stars,,,,,,
Astronomical objects,Stars,Variable stars,Emission line stars,Early-type emission stars,Oef stars,,,,,,
Astronomical objects,Stars,Variable stars,Emission line stars,Early-type emission stars,Of stars,,,,,,
Astronomical objects,Stars,Variable stars,Emission line stars,Early-type emission stars,Wolf-Rayet stars,WC stars,,,,,
Astronomical objects,Stars,Variable stars,Emission line stars,Early-type emission stars,Wolf-Rayet stars,WCN stars,,,,,
Astronomical objects,Stars,Variable stars,Emission line stars,Early-type emission stars,Wolf-Rayet stars,WN stars,,,,,
Astronomical objects,Stars,Variable stars,Emission line stars,Early-type emission stars,Wolf-Rayet stars,,,,,,
Astronomical objects,Stars,Variable stars,Emission line stars,Early-type emission stars,,,,,,,
Astronomical objects,Stars,Variable stars,Emission line stars,Flash stars,,,,,,,
Astronomical objects,Stars,Variable stars,Emission line stars,Gamma Cassiopeiae stars,,,,,,,
Astronomical objects,Stars,Variable stars,Emission line stars,H-alpha stars,,,,,,,
Astronomical objects,Stars,Variable stars,Emission line stars,Luminous blue variables,,,,,,,
Astronomical objects,Stars,Variable stars,Emission line stars,Me stars,,,,,,,
Astronomical objects,Stars,Variable stars,Emission line stars,Me variable stars,,,,,,,
Astronomical objects,Stars,Variable stars,Emission line stars,Mira variable stars,,,,,,,
Astronomical objects,Stars,Variable stars,Emission line stars,RC Aurigae stars,,,,,,,
Astronomical objects,Stars,Variable stars,Emission line stars,S Doradus stars,,,,,,,
Astronomical objects,Stars,Variable stars,Emission line stars,Symbiotic binary stars,RR Telescopii stars,,,,,,
Astronomical objects,Stars,Variable stars,Emission line stars,Symbiotic binary stars,Symbiotic novae,,,,,,
Astronomical objects,Stars,Variable stars,Emission line stars,Symbiotic binary stars,Z Andromedae stars,,,,,,
Astronomical objects,Stars,Variable stars,Emission line stars,Symbiotic binary stars,,,,,,,
Astronomical objects,Stars,Variable stars,Emission line stars,T Tauri stars,Classical T Tauri stars,,,,,,
Astronomical objects,Stars,Variable stars,Emission line stars,T Tauri stars,FU Orionis stars,,,,,,
Astronomical objects,Stars,Variable stars,Emission line stars,T Tauri stars,Weak-line T Tauri stars,,,,,,
Astronomical objects,Stars,Variable stars,Emission line stars,T Tauri stars,,,,,,,
Astronomical objects,Stars,Variable stars,Emission line stars,X-ray stars,Single X-ray stars,,,,,,
Astronomical objects,Stars,Variable stars,Emission line stars,X-ray stars,,,,,,,
Astronomical objects,Stars,Variable stars,Emission line stars,Z Andromedae stars,,,,,,,
Astronomical objects,Stars,Variable stars,Emission line stars,,,,,,,,
Astronomical objects,Stars,Variable stars,Eruptive variables,,,,,,,,
Astronomical objects,Stars,Variable stars,Flare stars,BY Draconis stars,,,,,,,
Astronomical objects,Stars,Variable stars,Flare stars,FU Orionis,,,,,,,
Astronomical objects,Stars,Variable stars,Flare stars,R Coronae Borealis variables,,,,,,,
Astronomical objects,Stars,Variable stars,Flare stars,RS Canum Venaticorum variables,,,,,,,
Astronomical objects,Stars,Variable stars,Flare stars,Red dwarf flare stars,,,,,,,
Astronomical objects,Stars,Variable stars,Flare stars,UV Ceti stars,,,,,,,
Astronomical objects,Stars,Variable stars,Flare stars,,,,,,,,
Astronomical objects,Stars,Variable stars,Hubble-Sandage variable stars,,,,,,,,
Astronomical objects,Stars,Variable stars,Intrinsic variable stars,Herbig-Haro objects,,,,,,,
Astronomical objects,Stars,Variable stars,Intrinsic variable stars,Magnetic variable stars,Alpha2 Canum Venaticorum stars,,,,,,
Astronomical objects,Stars,Variable stars,Intrinsic variable stars,Magnetic variable stars,Am stars,,,,,,
Astronomical objects,Stars,Variable stars,Intrinsic variable stars,Magnetic variable stars,SX Arietis variables,,,,,,
Astronomical objects,Stars,Variable stars,Intrinsic variable stars,Magnetic variable stars,,,,,,,
Astronomical objects,Stars,Variable stars,Intrinsic variable stars,Pulsating variable stars,53 Persei stars,,,,,,
Astronomical objects,Stars,Variable stars,Intrinsic variable stars,Pulsating variable stars,Beta Cephei stars,,,,,,
Astronomical objects,Stars,Variable stars,Intrinsic variable stars,Pulsating variable stars,Cepheids,Delta cephei,,,,,
Astronomical objects,Stars,Variable stars,Intrinsic variable stars,Pulsating variable stars,Cepheids,Double-mode Cepheids,,,,,
Astronomical objects,Stars,Variable stars,Intrinsic variable stars,Pulsating variable stars,Cepheids,W Virginis variables,BL Herculis stars,,,,
Astronomical objects,Stars,Variable stars,Intrinsic variable stars,Pulsating variable stars,Cepheids,W Virginis variables,,,,,
Astronomical objects,Stars,Variable stars,Intrinsic variable stars,Pulsating variable stars,Cepheids,Young disk Cepheids,,,,,
Astronomical objects,Stars,Variable stars,Intrinsic variable stars,Pulsating variable stars,Cepheids,,,,,,
Astronomical objects,Stars,Variable stars,Intrinsic variable stars,Pulsating variable stars,Delta Delphini stars,,,,,,
Astronomical objects,Stars,Variable stars,Intrinsic variable stars,Pulsating variable stars,Delta Scuti variable stars,,,,,,
Astronomical objects,Stars,Variable stars,Intrinsic variable stars,Pulsating variable stars,Double-mode variable stars,Double-mode Cepheids,,,,,
Astronomical objects,Stars,Variable stars,Intrinsic variable stars,Pulsating variable stars,Double-mode variable stars,RR Lyrae variable stars,Bailey type stars,,,,
Astronomical objects,Stars,Variable stars,Intrinsic variable stars,Pulsating variable stars,Double-mode variable stars,RR Lyrae variable stars,RRA stars,,,,
Astronomical objects,Stars,Variable stars,Intrinsic variable stars,Pulsating variable stars,Double-mode variable stars,RR Lyrae variable stars,RRab stars,,,,
Astronomical objects,Stars,Variable stars,Intrinsic variable stars,Pulsating variable stars,Double-mode variable stars,RR Lyrae variable stars,RRb stars,,,,
Astronomical objects,Stars,Variable stars,Intrinsic variable stars,Pulsating variable stars,Double-mode variable stars,RR Lyrae variable stars,RRc stars,,,,
Astronomical objects,Stars,Variable stars,Intrinsic variable stars,Pulsating variable stars,Double-mode variable stars,RR Lyrae variable stars,,,,,
Astronomical objects,Stars,Variable stars,Intrinsic variable stars,Pulsating variable stars,Double-mode variable stars,,,,,,
Astronomical objects,Stars,Variable stars,Intrinsic variable stars,Pulsating variable stars,Irregular variable stars,Delta Scuti variable stars,,,,,
Astronomical objects,Stars,Variable stars,Intrinsic variable stars,Pulsating variable stars,Irregular variable stars,Gamma Cassiopeiae stars,,,,,
Astronomical objects,Stars,Variable stars,Intrinsic variable stars,Pulsating variable stars,Irregular variable stars,LC variable stars,,,,,
Astronomical objects,Stars,Variable stars,Intrinsic variable stars,Pulsating variable stars,Irregular variable stars,Mira variable stars,,,,,
Astronomical objects,Stars,Variable stars,Intrinsic variable stars,Pulsating variable stars,Irregular variable stars,R Coronae Borealis stars,,,,,
Astronomical objects,Stars,Variable stars,Intrinsic variable stars,Pulsating variable stars,Irregular variable stars,RC Aurigae stars,,,,,
Astronomical objects,Stars,Variable stars,Intrinsic variable stars,Pulsating variable stars,Irregular variable stars,Soft gamma ray repeaters,,,,,
Astronomical objects,Stars,Variable stars,Intrinsic variable stars,Pulsating variable stars,Irregular variable stars,T Tauri stars,Classical T Tauri stars,,,,
Astronomical objects,Stars,Variable stars,Intrinsic variable stars,Pulsating variable stars,Irregular variable stars,T Tauri stars,FU Orionis stars,,,,
Astronomical objects,Stars,Variable stars,Intrinsic variable stars,Pulsating variable stars,Irregular variable stars,T Tauri stars,Weak-line T Tauri stars,,,,
Astronomical objects,Stars,Variable stars,Intrinsic variable stars,Pulsating variable stars,Irregular variable stars,T Tauri stars,,,,,
Astronomical objects,Stars,Variable stars,Intrinsic variable stars,Pulsating variable stars,Irregular variable stars,UU Herculis stars,,,,,
Astronomical objects,Stars,Variable stars,Intrinsic variable stars,Pulsating variable stars,Irregular variable stars,,,,,,
Astronomical objects,Stars,Variable stars,Intrinsic variable stars,Pulsating variable stars,Lambda Eridani stars,,,,,,
Astronomical objects,Stars,Variable stars,Intrinsic variable stars,Pulsating variable stars,Long period variable stars,Mira variable stars,,,,,
Astronomical objects,Stars,Variable stars,Intrinsic variable stars,Pulsating variable stars,Long period variable stars,S Vulpeculae stars,,,,,
Astronomical objects,Stars,Variable stars,Intrinsic variable stars,Pulsating variable stars,Long period variable stars,WZ Sagittae stars,,,,,
Astronomical objects,Stars,Variable stars,Intrinsic variable stars,Pulsating variable stars,Long period variable stars,,,,,,
Astronomical objects,Stars,Variable stars,Intrinsic variable stars,Pulsating variable stars,Mira variable stars,,,,,,
Astronomical objects,Stars,Variable stars,Intrinsic variable stars,Pulsating variable stars,Multi-periodic variable stars,Beta Cephei stars,,,,,
Astronomical objects,Stars,Variable stars,Intrinsic variable stars,Pulsating variable stars,Multi-periodic variable stars,Delta Scuti variable stars,,,,,
Astronomical objects,Stars,Variable stars,Intrinsic variable stars,Pulsating variable stars,Multi-periodic variable stars,Double-mode variable stars,Double-mode Cepheids,,,,
Astronomical objects,Stars,Variable stars,Intrinsic variable stars,Pulsating variable stars,Multi-periodic variable stars,Double-mode variable stars,RR Lyrae variable stars,Bailey type stars,,,
Astronomical objects,Stars,Variable stars,Intrinsic variable stars,Pulsating variable stars,Multi-periodic variable stars,Double-mode variable stars,RR Lyrae variable stars,RRA stars,,,
Astronomical objects,Stars,Variable stars,Intrinsic variable stars,Pulsating variable stars,Multi-periodic variable stars,Double-mode variable stars,RR Lyrae variable stars,RRab stars,,,
Astronomical objects,Stars,Variable stars,Intrinsic variable stars,Pulsating variable stars,Multi-periodic variable stars,Double-mode variable stars,RR Lyrae variable stars,RRb stars,,,
Astronomical objects,Stars,Variable stars,Intrinsic variable stars,Pulsating variable stars,Multi-periodic variable stars,Double-mode variable stars,RR Lyrae variable stars,RRc stars,,,
Astronomical objects,Stars,Variable stars,Intrinsic variable stars,Pulsating variable stars,Multi-periodic variable stars,Double-mode variable stars,RR Lyrae variable stars,,,,
Astronomical objects,Stars,Variable stars,Intrinsic variable stars,Pulsating variable stars,Multi-periodic variable stars,Double-mode variable stars,,,,,
Astronomical objects,Stars,Variable stars,Intrinsic variable stars,Pulsating variable stars,Multi-periodic variable stars,PG 1159 stars,,,,,
Astronomical objects,Stars,Variable stars,Intrinsic variable stars,Pulsating variable stars,Multi-periodic variable stars,SX Phoenicis variables,,,,,
Astronomical objects,Stars,Variable stars,Intrinsic variable stars,Pulsating variable stars,Multi-periodic variable stars,ZZ Ceti stars,,,,,
Astronomical objects,Stars,Variable stars,Intrinsic variable stars,Pulsating variable stars,Multi-periodic variable stars,,,,,,
Astronomical objects,Stars,Variable stars,Intrinsic variable stars,Pulsating variable stars,RV Tauri variables,,,,,,
Astronomical objects,Stars,Variable stars,Intrinsic variable stars,Pulsating variable stars,S Vulpeculae stars,,,,,,
Astronomical objects,Stars,Variable stars,Intrinsic variable stars,Pulsating variable stars,Semi-regular variable stars,S Vulpeculae stars,,,,,
Astronomical objects,Stars,Variable stars,Intrinsic variable stars,Pulsating variable stars,Semi-regular variable stars,,,,,,
Astronomical objects,Stars,Variable stars,Intrinsic variable stars,Pulsating variable stars,,,,,,,
Astronomical objects,Stars,Variable stars,Intrinsic variable stars,Spectrum variable stars,Manganese stars,,,,,,
Astronomical objects,Stars,Variable stars,Intrinsic variable stars,Spectrum variable stars,,,,,,,
Astronomical objects,Stars,Variable stars,Intrinsic variable stars,,,,,,,,
Astronomical objects,Stars,Variable stars,LB variable stars,,,,,,,,
Astronomical objects,Stars,Variable stars,Late-type variable stars,Me variable stars,,,,,,,
Astronomical objects,Stars,Variable stars,Late-type variable stars,,,,,,,,
Astronomical objects,Stars,Variable stars,Long period variables,Mira variables,,,,,,,
Astronomical objects,Stars,Variable stars,Long period variables,Semiregular variables,,,,,,,
Astronomical objects,Stars,Variable stars,Long period variables,Slow irregular variables,,,,,,,
Astronomical objects,Stars,Variable stars,Long period variables,,,,,,,,
Astronomical objects,Stars,Variable stars,Low amplitude blue variables,Alpha Cygni variables,,,,,,,
Astronomical objects,Stars,Variable stars,Low amplitude blue variables,Beta Cephei variables,,,,,,,
Astronomical objects,Stars,Variable stars,Low amplitude blue variables,Delta Canis Majoris,,,,,,,
Astronomical objects,Stars,Variable stars,Low amplitude blue variables,SX Phoenicis variables,,,,,,,
Astronomical objects,Stars,Variable stars,Low amplitude blue variables,,,,,,,,
Astronomical objects,Stars,Variable stars,PV Telescopii variables,,,,,,,,
Astronomical objects,Stars,Variable stars,Peculiar variable stars,,,,,,,,
Astronomical objects,Stars,Variable stars,Periodic variable stars,Long period variable stars,Mira variable stars,,,,,,
Astronomical objects,Stars,Variable stars,Periodic variable stars,Long period variable stars,S Vulpeculae stars,,,,,,
Astronomical objects,Stars,Variable stars,Periodic variable stars,Long period variable stars,WZ Sagittae stars,,,,,,
Astronomical objects,Stars,Variable stars,Periodic variable stars,Long period variable stars,,,,,,,
Astronomical objects,Stars,Variable stars,Periodic variable stars,Multi-periodic variable stars,Beta Cephei stars,,,,,,
Astronomical objects,Stars,Variable stars,Periodic variable stars,Multi-periodic variable stars,Delta Scuti variable stars,,,,,,
Astronomical objects,Stars,Variable stars,Periodic variable stars,Multi-periodic variable stars,Double-mode variable stars,Double-mode Cepheids,,,,,
Astronomical objects,Stars,Variable stars,Periodic variable stars,Multi-periodic variable stars,Double-mode variable stars,RR Lyrae variable stars,Bailey type stars,,,,
Astronomical objects,Stars,Variable stars,Periodic variable stars,Multi-periodic variable stars,Double-mode variable stars,RR Lyrae variable stars,RRA stars,,,,
Astronomical objects,Stars,Variable stars,Periodic variable stars,Multi-periodic variable stars,Double-mode variable stars,RR Lyrae variable stars,RRab stars,,,,
Astronomical objects,Stars,Variable stars,Periodic variable stars,Multi-periodic variable stars,Double-mode variable stars,RR Lyrae variable stars,RRb stars,,,,
Astronomical objects,Stars,Variable stars,Periodic variable stars,Multi-periodic variable stars,Double-mode variable stars,RR Lyrae variable stars,RRc stars,,,,
Astronomical objects,Stars,Variable stars,Periodic variable stars,Multi-periodic variable stars,Double-mode variable stars,RR Lyrae variable stars,,,,,
Astronomical objects,Stars,Variable stars,Periodic variable stars,Multi-periodic variable stars,Double-mode variable stars,,,,,,
Astronomical objects,Stars,Variable stars,Periodic variable stars,Multi-periodic variable stars,PG 1159 stars,,,,,,
Astronomical objects,Stars,Variable stars,Periodic variable stars,Multi-periodic variable stars,SX Phoenicis variables,,,,,,
Astronomical objects,Stars,Variable stars,Periodic variable stars,Multi-periodic variable stars,ZZ Ceti stars,,,,,,
Astronomical objects,Stars,Variable stars,Periodic variable stars,Multi-periodic variable stars,,,,,,,
Astronomical objects,Stars,Variable stars,Periodic variable stars,Semi-regular variable stars,S Vulpeculae stars,,,,,,
Astronomical objects,Stars,Variable stars,Periodic variable stars,Semi-regular variable stars,,,,,,,
Astronomical objects,Stars,Variable stars,Periodic variable stars,Short period variable stars,Beta Cephei stars,,,,,,
Astronomical objects,Stars,Variable stars,Periodic variable stars,Short period variable stars,Delta Scuti variable stars,,,,,,
Astronomical objects,Stars,Variable stars,Periodic variable stars,Short period variable stars,,,,,,,
Astronomical objects,Stars,Variable stars,Periodic variable stars,,,,,,,,
Astronomical objects,Stars,Variable stars,,,,,,,,,
Astronomical objects,Stars,Young stellar objects,Pre-main sequence stars,Herbig Ae/Be stars,,,,,,,
Astronomical objects,Stars,Young stellar objects,Pre-main sequence stars,RC Aurigae stars,,,,,,,
Astronomical objects,Stars,Young stellar objects,Pre-main sequence stars,T Tauri stars,Classical T Tauri stars,,,,,,
Astronomical objects,Stars,Young stellar objects,Pre-main sequence stars,T Tauri stars,FU Orionis stars,,,,,,
Astronomical objects,Stars,Young stellar objects,Pre-main sequence stars,T Tauri stars,Weak-line T Tauri stars,,,,,,
Astronomical objects,Stars,Young stellar objects,Pre-main sequence stars,T Tauri stars,,,,,,,
Astronomical objects,Stars,Young stellar objects,Pre-main sequence stars,,,,,,,,
Astronomical objects,Stars,Young stellar objects,Protostars,Bok globules,,,,,,,
Astronomical objects,Stars,Young stellar objects,Protostars,Cometary nebulae,,,,,,,
Astronomical objects,Stars,Young stellar objects,Protostars,Herbig-Haro objects,,,,,,,
Astronomical objects,Stars,Young stellar objects,Protostars,,,,,,,,
Astronomical objects,Stars,Young stellar objects,,,,,,,,,
Astronomical objects,Stars,,,,,,,,,,
Astronomical objects,,,,,,,,,,,
Astrophysical magnetism,Cosmic magnetic fields theory,,,,,,,,,,
Astrophysical magnetism,Emerging flux tubes,,,,,,,,,,
Astrophysical magnetism,Magnetic fields,Extragalactic magnetic fields,,,,,,,,,
Astrophysical magnetism,Magnetic fields,Galactic magnetic fields,,,,,,,,,
Astrophysical magnetism,Magnetic fields,Geomagnetic fields,,,,,,,,,
Astrophysical magnetism,Magnetic fields,Interplanetary magnetic fields,,,,,,,,,
Astrophysical magnetism,Magnetic fields,Magnetic anomalies,,,,,,,,,
Astrophysical magnetism,Magnetic fields,Primordial magnetic fields,,,,,,,,,
Astrophysical magnetism,Magnetic fields,,,,,,,,,,
Astrophysical magnetism,Solar magnetism,,,,,,,,,,
Astrophysical magnetism,,,,,,,,,,,
Celestial mechanics,Apparent superluminal motion,,,,,,,,,,
Celestial mechanics,Astrodynamics,Mass ratio,,,,,,,,,
Celestial mechanics,Astrodynamics,,,,,,,,,,
Celestial mechanics,Close encounters,Opik theory,,,,,,,,,
Celestial mechanics,Close encounters,,,,,,,,,,
Celestial mechanics,Gravitation,Accretion,Bondi accretion,,,,,,,,
Celestial mechanics,Gravitation,Accretion,Stellar accretion,,,,,,,,
Celestial mechanics,Gravitation,Accretion,,,,,,,,,
Celestial mechanics,Gravitation,Classical theories of gravitation,Newtonian gravitation,,,,,,,,
Celestial mechanics,Gravitation,Classical theories of gravitation,,,,,,,,,
